amount,tenure,score,group,target
221.23,37.1,51.706,gamma,734.82
374.88,8.3,15.974,beta,900.67
715.14,4.1,6.425,alpha,1164.06
571.35,12.9,59.124,gamma,783.52
439.1,22.5,38.393,beta,943.65
589.29,35.5,84.778,alpha,973.33
487.98,2.9,18.861,beta,747.03
502.52,3.4,60.127,beta,390.06
631.36,1.0,,beta,743.37
354.53,0.3,59.995,beta,1065.22
508.07,4.1,-4.682,gamma,1121.54
437.55,1.0,33.088,alpha,1123.59
182.88,13.8,8.995,gamma,1152.39
315.91,5.1,56.653,alpha,843.4
6768.824331125687,2.9,,alpha,789.85
576.94,10.2,74.869,gamma,1093.76
235.28,10.2,2.605,alpha,947.06
191.93,3.7,51.183,gamma,1226.77
477.57,12.1,55.305,gamma,1095.34
812.24,34.5,-7.569,beta,1320.96
462.65,25.6,-6.042,beta,883.62
761.4,0.9,23.906,gamma,1266.88
570.39,5.4,56.998,gamma,1508.67
,16.2,95.889,beta,1013.44
232.86,21.9,-0.014,alpha,1124.83
687.5,3.6,67.348,beta,767.37
433.01,21.0,66.199,alpha,1223.51
672.62,9.8,63.642,alpha,1282.26
337.17,26.0,46.776,gamma,876.39
535.41,10.0,96.351,beta,1146.54
570.4,26.5,45.195,gamma,1070.12
469.19,2.0,82.213,gamma,1097.7
580.91,43.9,18.877,alpha,1203.0
446.72,0.8,78.694,gamma,1129.72
370.19,18.9,99.62,gamma,965.25
821.1,1.3,90.109,alpha,1208.32
5225.526144609432,28.7,23.448,beta,1277.96
347.83,1.3,83.077,gamma,861.45
613.69,11.4,0.478,alpha,999.55
,8.1,64.548,alpha,557.83
263.06,3.1,27.636,beta,1145.9
706.76,25.0,62.454,gamma,1305.78
159.18,7.8,35.347,alpha,935.68
685.37,11.3,-9.006,gamma,1033.36
449.46,4.0,15.44,gamma,944.95
457.69,33.4,-5.338,alpha,904.03
581.95,,37.0,alpha,1058.04
616.24,6.7,82.408,beta,803.94
334.73,12.5,71.18,beta,941.18
643.55,15.9,76.78,alpha,773.86
522.67,2.8,78.792,alpha,1147.27
248.79,18.3,30.913,beta,1059.81
466.03,2.8,45.663,gamma,892.19
776.26,12.4,45.93,beta,1009.27
835.32,2.7,2.453,gamma,944.82
643.47,2.5,55.796,gamma,1285.97
261.93,9.0,69.22,beta,889.75
598.12,4.1,57.206,gamma,1158.76
670.17,0.3,72.056,beta,823.7
,19.6,3.078,gamma,1203.56
656.99,56.5,73.755,gamma,1259.33
,15.1,12.895,gamma,1271.13
485.52,32.5,86.451,alpha,1367.75
,16.6,,alpha,1073.11
120.41,58.4,44.119,gamma,1309.49
567.93,6.9,43.599,gamma,1406.04
537.21,9.3,19.574,beta,719.49
611.52,5.7,29.788,alpha,849.19
232.49,,10.416,gamma,626.07
,,52.711,beta,1265.29
910.91,27.4,90.433,alpha,622.87
515.69,,24.827,beta,555.04
487.67,3.8,45.887,alpha,725.65
561.8,10.6,84.807,alpha,565.42
7989.426509036744,5.3,39.775,alpha,1068.04
,3.9,81.439,gamma,728.86
540.64,5.9,39.103,alpha,577.43
340.07,2.8,38.427,beta,989.53
390.6,22.7,7.296,alpha,1004.28
490.08,4.5,3.748,beta,532.55
769.46,12.3,57.265,gamma,821.57
860.2,2.0,81.007,gamma,981.34
589.63,21.1,4.895,alpha,910.79
424.68,4.0,90.11,beta,917.63
998.55,6.0,29.477,alpha,1294.82
414.49,21.0,36.778,beta,1536.64
385.77,,88.39,alpha,921.68
145.01,22.0,88.593,beta,669.53
779.22,3.9,,beta,941.35
693.65,5.2,20.444,gamma,1048.57
983.56,27.1,8.913,beta,986.68
222.1,1.6,19.874,gamma,1152.67
791.63,5.6,75.869,alpha,1552.98
514.03,5.2,25.705,gamma,571.72
661.22,12.4,66.402,gamma,873.23
170.44,9.6,11.472,gamma,1385.29
793.62,,42.635,gamma,869.49
657.3,11.4,28.732,alpha,1197.37
492.22,14.5,,alpha,1157.73
629.02,42.9,52.694,alpha,1309.22
346.9,18.7,99.003,gamma,1478.33
384.11,,88.988,beta,1083.27
407.31,2.7,66.545,beta,563.54
129.45,7.3,6.912,beta,824.9
672.35,12.2,91.093,beta,1546.51
738.32,,88.184,beta,646.45
,8.1,87.537,gamma,1124.2
569.64,8.7,42.692,alpha,371.37
446.89,6.0,8.778,gamma,662.19
,5.4,72.984,beta,1221.73
374.48,12.5,32.737,beta,1008.99
323.31,6.2,,gamma,905.89
710.41,8.5,32.986,beta,796.41
487.23,23.6,51.498,alpha,500.86
904.42,38.1,26.687,alpha,1173.35
509.26,0.2,65.891,gamma,929.21
314.78,9.8,61.25,beta,619.53
745.39,4.0,45.975,beta,1007.55
6821.992108989367,14.1,-4.063,gamma,1145.31
,0.8,93.02,alpha,949.83
738.12,10.0,35.287,alpha,1029.0
369.44,2.5,39.44,beta,1009.53
474.55,9.6,,gamma,823.3
465.71,0.7,30.153,alpha,1013.56
241.85,6.6,64.205,gamma,1183.8
447.28,0.6,-8.469,gamma,1258.66
767.28,8.0,86.086,alpha,1197.68
547.47,29.8,,alpha,831.23
230.79,3.0,99.969,gamma,1159.05
188.83,3.4,59.089,alpha,1116.37
832.96,13.7,-2.713,gamma,822.57
481.94,28.2,51.868,gamma,883.92
370.52,,26.444,alpha,1169.92
445.2,18.2,94.835,alpha,1344.23
204.54,0.7,73.102,beta,547.08
784.62,5.6,45.772,beta,1410.02
6650.763738308727,3.8,37.276,gamma,1291.04
773.48,0.4,99.546,beta,1049.78
510.33,17.5,63.412,gamma,939.82
785.91,,46.532,alpha,1097.61
551.34,0.7,33.774,alpha,839.86
670.65,32.8,25.704,alpha,955.58
643.82,4.3,67.596,beta,631.24
624.66,13.5,54.667,alpha,564.62
569.59,10.0,83.3,gamma,1583.08
453.43,14.5,,gamma,1015.77
883.09,1.1,54.056,gamma,1050.92
318.61,10.5,42.509,gamma,992.32
500.86,4.9,73.888,alpha,793.06
502.98,,35.649,gamma,923.23
580.49,1.9,83.713,beta,1022.8
414.11,8.3,25.975,gamma,950.84
562.95,6.8,66.189,gamma,811.95
466.23,7.5,88.227,beta,1119.87
183.61,4.2,74.598,alpha,1047.09
501.91,11.8,27.687,gamma,1098.23
279.89,0.9,67.697,beta,1176.26
153.12,,12.768,beta,957.37
527.37,12.1,-3.602,beta,957.78
597.58,32.7,77.052,gamma,1370.61
605.34,6.7,78.881,beta,764.0
613.43,6.3,-7.478,alpha,531.59
113.48,2.4,94.257,gamma,1138.88
227.8,21.8,39.049,beta,842.66
894.7,7.9,89.58,alpha,730.66
290.56,11.5,76.699,beta,1221.31
622.17,2.7,89.072,gamma,963.81
362.61,7.8,81.671,gamma,684.11
515.93,3.5,97.139,alpha,1483.74
373.35,,59.201,beta,597.33
612.31,6.7,14.998,gamma,978.33
527.35,12.4,32.852,beta,527.68
410.34,16.0,72.707,beta,1067.66
289.97,,,alpha,839.72
553.55,5.6,92.283,alpha,1204.82
257.46,6.6,12.581,gamma,995.65
585.5,12.2,86.357,gamma,1337.65
1025.3,,43.21,beta,892.57
770.03,5.6,82.468,gamma,598.86
643.67,8.4,95.413,gamma,1059.38
482.88,10.4,36.436,beta,936.86
112.25,25.6,66.626,beta,545.19
235.54,6.3,14.939,alpha,736.15
756.56,1.5,78.086,alpha,815.72
342.05,21.2,80.192,beta,1388.85
360.15,3.5,22.477,beta,1176.86
466.87,22.8,-7.345,gamma,913.07
287.59,3.5,37.433,alpha,1117.72
254.65,0.3,8.7,alpha,490.14
489.91,8.4,80.041,alpha,858.77
321.69,33.6,18.721,gamma,1100.25
351.8,6.0,93.806,gamma,1041.34
343.76,2.5,96.899,alpha,865.16
604.47,2.2,89.972,gamma,990.42
453.57,20.9,55.958,gamma,1084.53
5318.033780179754,12.6,19.417,beta,997.66
619.39,6.5,78.798,beta,1215.25
471.59,0.8,67.175,beta,1079.68
444.35,10.3,97.489,alpha,1127.81
594.09,20.6,,alpha,1428.39
633.64,,-3.536,gamma,1206.88
470.59,3.7,,alpha,1435.24
516.12,10.3,82.209,alpha,832.02
343.64,24.3,14.364,gamma,601.9
327.86,55.1,69.819,gamma,964.93
653.83,22.1,-9.924,gamma,943.6
588.99,11.5,51.359,alpha,1364.85
591.06,4.7,29.912,gamma,717.49
556.17,3.5,31.947,alpha,980.28
5346.074697920588,0.0,16.897,alpha,1101.29
639.28,6.7,,gamma,1025.03
687.02,14.8,40.014,alpha,957.12
682.25,6.3,17.296,beta,1089.64
479.84,17.8,,alpha,1269.77
777.4,29.5,53.508,alpha,1383.94
545.69,4.4,68.222,gamma,1008.2
626.48,8.6,64.486,beta,796.04
556.42,6.4,16.619,gamma,1383.63
549.4,4.7,-5.689,alpha,730.59
352.85,24.5,81.595,gamma,1447.64
640.27,5.8,85.954,gamma,1336.03
1069.06,3.9,97.678,gamma,1372.35
425.04,40.7,95.568,alpha,1171.35
514.2,,59.72,alpha,471.88
410.76,0.5,88.37,beta,740.22
402.4,2.1,39.281,alpha,1076.72
808.89,0.9,76.607,alpha,831.09
365.41,0.2,95.087,gamma,921.18
405.18,,77.591,gamma,1153.2
,18.7,35.734,gamma,957.51
348.48,9.7,31.554,gamma,695.24
158.32,21.6,22.07,alpha,1221.41
626.36,6.4,30.377,gamma,1128.73
1059.94,60.9,80.263,alpha,937.75
426.66,6.3,67.165,beta,1177.82
,7.3,,alpha,1023.76
680.0,11.7,68.269,alpha,1332.84
354.62,27.2,31.734,gamma,1037.8
759.87,1.1,51.355,alpha,1330.98
443.59,8.6,30.741,gamma,531.59
373.64,14.7,47.379,gamma,1114.8
464.41,0.5,70.278,beta,900.53
651.56,5.0,70.424,alpha,785.24
454.52,11.6,72.85,beta,1289.63
400.66,19.2,33.014,beta,1222.27
460.23,31.4,65.954,beta,498.38
245.63,5.4,16.258,beta,1178.87
579.41,19.1,,beta,1148.54
142.65,55.3,54.142,gamma,819.23
411.18,20.2,65.513,alpha,791.17
651.88,15.5,90.32,beta,602.36
560.61,1.1,23.525,alpha,915.62
618.06,16.8,82.981,beta,955.63
486.99,0.1,24.224,alpha,1199.25
733.95,0.1,50.71,gamma,1067.35
684.94,17.0,81.091,beta,735.02
589.23,0.4,69.546,gamma,1059.72
685.51,3.8,84.916,alpha,936.49
650.08,23.0,,beta,766.29
412.11,0.6,20.398,gamma,602.62
,1.7,99.223,gamma,1156.2
584.07,9.5,93.07,alpha,1111.6
609.22,48.7,,beta,1139.19
718.09,13.6,-4.807,alpha,817.94
312.74,35.4,23.385,beta,1042.77
318.71,34.3,81.977,alpha,656.16
591.98,60.1,94.596,alpha,753.35
485.77,23.8,81.484,gamma,1008.43
122.85,14.4,33.642,gamma,1065.59
575.02,1.9,-3.781,gamma,592.8
129.52,14.9,46.934,gamma,735.61
9141.965120354573,9.8,31.402,beta,908.65
770.34,10.7,3.527,alpha,1239.63
864.98,10.1,1.644,gamma,796.72
256.87,20.1,6.834,alpha,1035.14
434.12,25.1,12.641,alpha,1061.35
5159.1158088198745,0.2,72.917,gamma,937.58
856.25,5.6,31.987,beta,1067.01
401.43,11.5,38.063,alpha,663.77
404.62,19.8,55.822,beta,836.05
809.75,11.3,95.615,gamma,1358.59
425.04,41.3,73.212,beta,1376.19
644.44,15.8,61.028,gamma,1210.73
204.57,3.3,71.822,beta,1275.1
465.75,18.9,69.122,beta,543.52
168.08,12.5,65.927,alpha,762.83
288.91,6.7,44.605,alpha,922.22
667.84,1.7,52.353,gamma,1603.91
7000.338031347448,1.1,40.764,beta,921.73
436.18,2.3,33.445,gamma,1186.23
350.25,6.2,19.784,beta,1094.59
455.87,13.9,29.073,beta,1089.03
560.22,22.7,37.138,beta,994.12
696.58,,53.732,beta,699.99
25.03,0.8,44.986,gamma,324.71
333.65,3.8,1.874,gamma,1320.46
531.82,17.7,27.397,gamma,845.88
480.23,1.8,31.381,gamma,533.22
580.68,16.7,67.762,alpha,1109.49
,16.4,26.618,gamma,1104.7
439.03,19.6,-9.125,gamma,1191.97
394.63,4.6,-0.723,beta,1278.93
450.9,6.2,44.67,alpha,770.25
729.75,,10.735,alpha,781.25
353.6,77.3,44.408,gamma,920.32
487.44,5.1,53.163,gamma,1205.41
536.67,11.3,92.678,alpha,474.34
812.07,,62.114,beta,1032.05
439.94,8.3,-6.586,beta,1233.03
691.76,7.7,31.88,alpha,1222.71
746.4,4.9,77.28,beta,1177.14
487.25,10.9,18.662,gamma,1265.75
457.86,3.2,91.747,alpha,313.2
434.19,7.6,48.191,gamma,1403.37
448.84,5.5,0.169,gamma,1082.6
670.85,18.3,16.584,beta,1333.66
546.2,8.6,89.693,alpha,706.34
547.06,3.8,99.061,alpha,561.54
274.96,11.2,84.932,alpha,1446.59
306.5,7.5,25.274,beta,768.37
,4.6,74.57,beta,922.29
464.43,1.3,14.445,alpha,1131.86
345.05,12.4,32.297,beta,1193.22
786.22,26.4,66.688,gamma,1269.6
556.36,,96.579,alpha,1055.85
615.63,5.4,38.312,gamma,736.42
472.39,11.1,44.542,alpha,1176.66
436.27,1.8,14.219,beta,1180.64
466.08,1.2,34.355,alpha,546.24
223.45,,-3.068,alpha,1354.67
482.41,0.2,84.444,gamma,378.23
559.21,0.8,-7.433,beta,1258.6
870.09,3.8,65.188,beta,841.47
517.2,15.9,20.054,beta,1176.38
33.16,16.2,42.372,alpha,1127.55
481.2,7.9,20.971,gamma,990.72
6032.169038982631,19.2,34.008,beta,1112.77
673.27,8.4,50.146,alpha,978.39
,0.9,60.498,gamma,1178.49
618.22,6.1,93.431,alpha,1546.32
351.6,8.8,26.542,gamma,664.69
229.24,6.9,54.334,alpha,202.96
430.33,11.4,,alpha,896.08
518.31,3.7,21.925,alpha,878.99
,15.2,85.155,beta,905.61
270.17,14.4,95.331,beta,768.39
502.07,2.6,83.224,alpha,1218.11
418.37,24.8,52.685,alpha,654.67
578.96,5.7,69.433,alpha,1112.69
257.07,20.7,42.917,beta,1159.62
642.82,8.7,55.698,gamma,1079.12
263.25,0.9,97.192,alpha,1121.79
828.55,2.0,17.623,gamma,1237.32
156.85,34.0,77.18,beta,1013.39
281.49,7.3,45.686,alpha,913.38
583.47,16.1,9.456,alpha,1121.59
832.85,8.9,60.789,gamma,1150.09
,4.6,77.167,gamma,1222.42
612.57,27.5,52.563,gamma,571.9
503.51,5.4,82.118,beta,954.12
294.72,12.4,,gamma,733.66
401.97,1.8,90.515,gamma,1140.24
257.62,3.1,61.315,gamma,1181.68
244.26,40.7,78.348,beta,931.4
580.35,21.7,20.028,beta,817.68
275.36,40.1,39.074,gamma,1149.24
563.91,33.1,90.058,gamma,966.69
239.64,15.5,-4.401,beta,1356.62
559.28,19.1,,alpha,1443.24
402.26,28.0,75.835,beta,1250.18
,4.6,71.82,beta,1058.16
564.74,2.9,83.679,gamma,1456.39
747.16,0.8,71.333,alpha,1060.18
348.87,10.8,94.18,alpha,880.2
511.23,2.6,44.809,gamma,831.16
303.78,8.6,58.672,gamma,824.12
417.28,5.8,83.248,alpha,998.41
447.58,,67.186,alpha,1115.77
354.83,0.9,1.226,beta,646.21
256.9,13.1,30.37,gamma,887.77
217.3,0.6,50.785,gamma,1053.21
32.05,,73.019,beta,1160.91
288.73,14.5,49.792,alpha,993.52
625.5,2.7,75.53,beta,1061.13
180.3,22.6,82.137,alpha,690.37
226.38,35.2,19.164,beta,772.05
858.18,4.1,57.771,alpha,984.78
372.7,13.1,51.282,alpha,1127.64
564.21,0.8,15.005,gamma,1057.83
628.46,28.9,43.887,gamma,787.79
632.51,3.0,50.343,alpha,940.86
195.54,35.1,79.907,beta,1377.96
453.79,8.2,,beta,1136.06
176.35,2.5,-1.099,alpha,959.37
989.26,3.2,43.603,beta,743.54
181.02,32.3,82.175,beta,821.66
290.43,8.1,52.838,gamma,1001.65
291.88,21.6,25.075,beta,1068.99
200.67,11.2,91.307,gamma,1141.39
770.52,18.1,7.122,beta,1097.0
984.49,3.1,25.957,alpha,907.44
404.85,8.4,38.085,beta,872.22
235.92,10.0,71.178,gamma,1511.75
52.61,7.3,81.932,alpha,860.88
451.18,7.7,-3.558,gamma,677.07
436.73,31.1,77.124,beta,590.32
369.74,27.6,69.258,gamma,911.7
544.28,11.0,88.412,gamma,1235.0
579.03,1.1,89.049,beta,856.01
564.62,2.7,75.528,beta,1369.38
436.78,11.3,10.922,alpha,998.18
279.68,1.3,24.526,gamma,1277.39
633.17,3.0,92.995,gamma,810.57
7376.827034568254,7.5,55.799,alpha,814.45
677.67,7.5,49.264,beta,1022.76
658.02,7.6,90.728,beta,1120.64
215.65,0.7,,alpha,955.26
213.16,2.1,70.025,alpha,1073.12
348.89,22.9,87.048,alpha,1147.12
288.75,6.1,2.522,alpha,644.87
651.05,44.9,73.33,alpha,914.77
570.26,1.7,96.22,alpha,870.33
719.84,14.2,-4.613,beta,882.47
579.3,5.1,14.535,beta,1101.72
541.73,5.4,77.337,alpha,873.8
739.95,27.8,47.205,alpha,498.73
593.95,55.6,-0.472,beta,940.87
513.62,27.3,19.475,gamma,733.9
796.09,36.1,25.647,gamma,1124.08
523.04,14.3,25.317,gamma,1201.42
439.13,28.6,86.544,alpha,456.29
332.44,1.1,62.824,gamma,806.44
640.61,9.2,70.841,alpha,1088.34
747.41,8.5,-8.507,alpha,647.78
489.88,3.6,37.026,alpha,1195.67
,4.0,24.96,alpha,1262.33
106.0,9.5,83.712,beta,959.5
488.91,0.5,94.926,alpha,806.52
491.98,11.5,36.567,gamma,422.36
354.6,1.0,97.037,gamma,1203.51
976.77,2.9,,beta,1500.63
486.76,9.6,25.829,alpha,1448.91
418.45,3.2,75.242,gamma,951.26
505.19,51.7,29.611,alpha,726.83
99.44,9.7,91.306,gamma,1209.41
348.03,11.3,14.031,gamma,968.28
696.65,0.3,77.523,alpha,1119.53
374.21,32.9,12.187,alpha,1075.69
334.22,7.7,11.682,gamma,1023.25
761.91,2.9,39.032,gamma,1257.13
768.05,,93.943,beta,1266.42
603.4,21.6,54.4,alpha,869.33
408.98,,59.854,beta,769.22
452.11,9.2,-8.929,beta,375.22
339.17,2.9,-3.772,alpha,913.46
301.05,1.9,-2.637,gamma,726.67
291.12,0.1,80.161,beta,1104.8
376.39,6.2,16.054,alpha,916.03
293.06,35.3,26.172,gamma,943.14
187.26,15.2,57.095,beta,1202.99
543.88,3.1,54.235,beta,1099.31
,11.0,35.158,beta,970.83
840.16,6.5,-9.527,alpha,1421.61
366.33,8.2,39.456,alpha,1184.54
559.22,13.0,71.277,alpha,896.03
562.54,2.3,15.876,alpha,907.19
449.23,17.4,67.919,beta,1197.09
648.87,42.8,-8.333,beta,1050.71
655.05,0.3,89.881,gamma,719.71
565.48,14.3,94.504,gamma,1223.68
448.87,12.1,-9.729,beta,1314.31
428.49,1.1,40.36,alpha,1295.35
226.45,,35.52,alpha,1385.69
,4.6,82.607,alpha,1517.3
375.6,21.2,49.479,alpha,1432.49
275.21,18.2,57.25,alpha,1085.17
587.98,45.2,12.276,gamma,947.89
739.33,10.1,-1.523,beta,542.6
318.39,0.6,66.156,gamma,1002.72
556.69,0.6,58.274,alpha,1129.78
293.18,,81.556,alpha,1010.89
439.02,5.6,82.915,alpha,527.94
361.93,23.2,59.414,beta,928.34
620.38,6.3,49.22,beta,1161.33
364.24,0.7,90.541,beta,743.52
702.33,23.9,78.139,gamma,1041.42
450.86,25.7,87.067,beta,1107.91
370.08,1.0,99.542,gamma,1279.49
249.34,9.5,34.386,alpha,1428.15
550.64,5.4,68.863,beta,905.54
679.04,11.7,65.687,beta,1045.94
554.66,32.9,9.156,beta,1053.77
947.77,3.8,60.02,gamma,1162.34
785.96,29.5,,beta,1134.35
438.49,10.4,39.57,beta,1356.25
436.39,10.9,9.815,gamma,417.18
593.94,10.1,,beta,1104.51
332.4,11.2,,beta,1121.85
733.26,3.6,48.552,alpha,941.19
572.32,5.8,7.239,alpha,434.0
,24.4,51.255,alpha,984.75
637.39,4.3,1.015,beta,822.36
844.57,35.5,27.331,gamma,1419.49
534.19,5.4,30.959,alpha,1093.82
477.39,9.8,87.177,gamma,801.13
801.74,16.6,35.712,gamma,486.84
693.51,34.7,55.832,alpha,1147.65
435.8,1.1,86.226,alpha,1174.04
,23.1,36.834,gamma,946.06
539.08,12.8,87.207,beta,1150.92
572.36,7.5,5.011,alpha,912.93
228.68,8.1,30.133,gamma,1266.8
191.5,1.6,0.42,beta,1248.17
322.52,3.0,51.702,beta,590.27
307.05,2.7,95.301,gamma,651.2
371.24,4.4,62.265,alpha,1507.82
626.94,13.7,58.868,beta,1233.05
466.21,14.4,20.597,alpha,684.4
539.28,18.1,92.422,beta,607.4
255.14,22.7,41.869,gamma,1051.94
407.67,,19.37,beta,714.42
617.45,40.6,98.647,gamma,920.82
618.99,0.1,36.544,alpha,988.18
355.09,15.2,30.865,beta,977.39
,12.0,-6.154,gamma,1281.63
939.77,,9.612,alpha,1458.69
496.48,26.7,79.011,alpha,880.27
361.36,22.1,43.096,gamma,717.34
465.25,33.1,95.036,alpha,1097.21
518.44,2.2,-0.773,alpha,1407.87
469.77,2.6,57.754,gamma,899.2
493.73,7.4,69.198,alpha,1212.59
211.31,1.5,58.33,beta,790.72
307.47,7.2,48.287,alpha,1005.32
,14.7,53.613,beta,709.51
466.95,4.2,65.85,alpha,1002.71
386.76,14.6,84.959,alpha,970.89
464.6,3.6,26.998,gamma,1152.03
512.2,4.4,40.562,alpha,1444.52
677.88,37.5,59.95,alpha,902.78
480.16,0.1,24.564,alpha,500.07
579.82,17.0,9.666,gamma,949.47
391.68,9.1,96.279,beta,1074.83
614.42,8.0,11.42,alpha,1050.48
575.15,3.4,15.601,beta,960.64
673.16,11.9,,beta,1371.93
642.69,5.0,-1.489,beta,1034.05
617.75,4.4,-6.255,alpha,973.8
480.32,4.4,-2.959,gamma,805.57
548.99,3.8,3.559,gamma,563.32
712.7,0.6,37.212,gamma,1082.31
369.59,49.0,81.219,gamma,1061.35
374.32,4.4,27.617,alpha,735.17
536.29,9.1,37.028,beta,988.91
583.06,11.2,56.028,gamma,964.04
335.18,1.1,23.236,beta,843.87
485.05,,37.579,gamma,801.67
481.2,5.7,32.494,beta,1101.27
56.94,2.3,27.607,gamma,943.55
456.08,2.5,32.723,alpha,852.25
468.54,5.8,-8.777,gamma,784.58
467.94,7.6,87.489,gamma,967.5
783.18,5.2,97.508,alpha,1231.12
256.84,1.4,84.875,gamma,1051.66
335.08,,-9.368,alpha,940.72
22.44,17.3,72.597,gamma,1077.12
403.82,20.0,53.041,gamma,1341.1
420.87,1.6,,alpha,1122.6
,11.9,92.615,beta,1065.05
721.54,16.1,75.384,beta,1159.63
672.12,24.3,5.983,gamma,960.5
515.57,26.5,96.045,alpha,1046.02
425.88,7.7,3.882,gamma,877.76
705.24,7.0,40.015,alpha,612.36
496.05,16.6,7.487,alpha,1085.71
5307.306920148587,10.4,6.521,gamma,1086.67
156.75,,96.459,beta,928.07
411.74,0.1,52.934,gamma,1258.96
650.93,27.9,18.509,gamma,819.6
5054.892920370421,4.5,75.404,gamma,557.15
512.32,3.9,86.277,alpha,825.72
346.93,29.1,90.936,alpha,614.77
263.01,7.7,92.628,gamma,1084.51
610.39,1.9,89.614,gamma,811.98
147.08,20.4,60.283,gamma,1246.17
610.07,,27.671,gamma,1240.95
663.54,45.0,91.812,alpha,768.76
587.26,9.3,3.475,gamma,797.97
456.07,17.2,8.568,alpha,1133.61
612.99,13.9,37.721,gamma,1244.96
534.19,8.4,21.203,beta,496.84
344.38,7.4,57.731,alpha,1070.42
870.08,10.2,89.583,gamma,450.6
429.66,3.7,44.013,gamma,862.87
655.15,13.2,50.926,beta,1273.41
16.28,2.4,36.545,gamma,1752.44
755.29,2.8,67.833,alpha,940.29
793.75,12.8,1.076,alpha,688.22
505.97,24.2,-4.655,alpha,871.63
611.75,21.3,60.547,alpha,1016.52
611.7,1.7,48.837,beta,832.44
371.44,4.8,34.809,beta,768.79
609.42,39.9,26.739,alpha,893.29
338.27,16.7,,beta,1098.89
378.25,24.7,64.861,alpha,957.65
725.39,9.7,36.361,beta,779.6
694.93,30.1,38.979,gamma,832.48
358.72,2.1,88.279,beta,896.54
353.28,5.7,71.13,alpha,750.14
370.88,22.3,14.139,alpha,823.21
646.53,,62.288,gamma,1160.91
300.0,8.0,4.548,alpha,942.42
571.34,5.0,11.347,gamma,561.63
649.37,3.7,,alpha,1256.24
482.35,22.8,3.848,beta,1104.18
702.01,6.9,20.821,beta,654.22
439.14,10.6,88.787,beta,908.66
457.23,13.6,,gamma,801.98
7916.508628773445,4.1,92.241,alpha,1169.23
703.44,4.3,87.002,beta,907.09
346.7,21.4,24.384,beta,981.81
569.95,13.3,59.562,alpha,952.7
,10.0,31.657,beta,629.97
289.44,0.5,66.681,gamma,1351.35
378.18,11.4,28.33,alpha,1165.58
776.57,3.9,,alpha,813.15
,25.1,0.333,beta,1047.97
,2.8,74.811,alpha,1243.53
561.07,21.8,-0.759,alpha,1013.94
470.78,18.4,55.936,gamma,1389.19
1190.81,22.3,84.356,alpha,1729.46
557.02,32.8,71.521,alpha,968.47
423.88,,35.478,beta,854.37
784.01,21.0,12.946,beta,752.65
131.79,25.5,91.479,beta,446.61
518.86,20.1,52.304,beta,1312.04
898.89,4.6,34.596,alpha,911.63
476.76,5.9,93.626,gamma,1218.84
153.34,31.8,13.652,alpha,1269.11
420.82,11.7,38.651,beta,729.76
790.9,25.1,1.951,alpha,767.3
575.21,2.6,,beta,1436.17
332.23,7.9,33.846,beta,982.48
362.95,11.8,66.963,beta,834.93
,20.8,27.278,beta,738.71
572.24,8.4,65.856,alpha,964.64
767.64,,78.571,alpha,1376.97
710.48,11.0,86.534,gamma,1171.36
591.2,7.3,-5.081,beta,1045.44
233.67,10.7,75.11,beta,1397.13
234.41,5.0,6.186,gamma,1348.94
606.65,12.1,66.809,gamma,1083.53
230.91,14.7,30.883,beta,1694.03
454.89,14.4,67.857,gamma,938.14
560.83,0.9,13.521,beta,1274.51
272.48,0.3,60.949,alpha,901.75
,16.6,3.807,beta,1225.71
481.18,7.9,8.672,gamma,937.9
600.73,4.3,57.591,gamma,1115.34
712.3,45.3,27.045,beta,1597.53
621.41,2.1,67.416,gamma,1237.96
514.73,7.4,65.368,alpha,1119.21
350.76,,58.38,alpha,806.32
285.82,19.4,70.359,beta,1047.06
397.82,25.8,77.333,alpha,748.0
581.99,5.2,90.257,gamma,1221.74
567.32,6.1,-1.143,alpha,1215.47
80.02,2.7,52.87,beta,955.09
342.86,9.2,72.365,gamma,1415.88
740.9,9.2,13.864,alpha,1380.72
515.84,5.1,18.998,alpha,1037.41
216.6,19.8,19.366,beta,1141.38
971.16,11.5,52.957,gamma,852.89
494.21,12.1,30.279,alpha,931.95
576.87,4.0,63.27,alpha,730.5
579.9,26.1,57.126,gamma,880.42
426.48,42.8,62.282,beta,973.9
354.49,9.1,17.755,gamma,584.91
924.33,12.8,74.411,alpha,1144.2
700.64,2.7,63.044,alpha,1255.53
664.39,19.2,4.371,beta,998.02
,10.6,12.019,alpha,325.69
299.34,5.9,23.106,beta,936.75
755.51,11.0,92.965,gamma,651.65
331.37,11.2,25.898,gamma,847.6
556.66,,-7.813,gamma,1362.98
172.12,31.6,5.579,beta,391.38
91.83,9.8,-6.461,gamma,795.91
563.66,8.4,34.312,beta,1207.39
338.18,3.2,77.687,beta,824.52
102.17,9.9,39.548,gamma,805.39
608.12,2.3,82.289,gamma,1508.1
924.02,,-4.772,gamma,1094.6
777.91,11.8,41.67,alpha,1233.58
448.54,24.1,76.578,gamma,1123.67
501.77,0.3,64.219,gamma,1040.42
677.54,4.6,83.811,gamma,1316.01
724.43,2.5,20.122,alpha,1476.34
431.29,36.4,45.094,beta,579.12
506.84,3.6,64.457,gamma,991.17
560.12,4.8,8.534,gamma,989.2
610.78,9.7,79.739,alpha,892.68
