amount,tenure,score,group,target,outlier
637.53,1.0,33.035,gamma,886.86,0
609.22,1.1,57.09,beta,1156.72,0
548.53,20.7,13.309,alpha,701.48,0
611.32,17.4,14.781,beta,1448.96,0
491.46,14.4,41.287,beta,1285.0,0
582.58,1.1,29.698,beta,700.27,0
354.77,12.1,64.423,beta,802.75,0
573.94,66.3,-1.742,gamma,1105.31,1
633.68,17.2,43.763,beta,915.44,0
366.06,3.4,9.169,alpha,1136.15,0
510.37,18.0,56.74,alpha,910.15,0
375.28,0.9,2.783,beta,1381.2,0
394.7,4.4,11.74,gamma,1002.08,0
275.01,28.6,78.428,alpha,1605.14,1
753.15,8.4,15.868,beta,1150.67,0
713.14,18.0,71.077,beta,662.65,0
607.49,7.7,44.434,gamma,1521.62,0
894.44,24.3,15.853,gamma,1274.67,1
462.15,4.1,22.907,alpha,1095.04,0
1106.35,33.1,86.903,alpha,1161.66,1
454.49,18.6,33.688,gamma,702.74,0
551.04,1.1,16.814,alpha,548.91,0
420.44,20.1,49.03,beta,989.56,0
574.47,10.0,32.421,alpha,1344.69,0
667.12,9.8,76.922,gamma,1098.93,0
477.22,20.4,98.949,alpha,1427.29,1
855.34,5.3,47.923,beta,1330.31,0
547.83,0.9,39.692,beta,1005.15,0
554.1,38.9,27.734,alpha,1295.94,1
318.2,38.9,97.067,gamma,1380.65,1
583.7,17.9,43.161,beta,979.95,0
473.19,18.5,9.58,beta,946.56,0
378.35,8.2,96.614,alpha,1035.11,0
344.71,59.1,95.697,alpha,397.02,1
1034.35,1.1,37.93,alpha,1070.11,1
447.3,0.6,28.3,beta,1180.11,0
208.6,3.8,64.848,gamma,1036.13,0
360.36,10.8,81.182,gamma,1086.17,0
489.69,17.3,44.839,gamma,989.13,0
609.33,8.8,26.389,beta,500.74,0
610.96,13.4,23.153,alpha,1415.65,0
515.645,7.2,25.926,alpha,908.04,0
6507.716964811401,7.7,2.984,gamma,845.56,1
568.09,5.5,75.648,gamma,1339.5,0
324.79,11.2,1.546,beta,1244.68,0
376.07,8.2,33.815,alpha,1068.27,0
316.46,1.0,44.434,gamma,1192.34,0
262.32,8.3,34.452,gamma,711.25,0
712.84,5.2,22.424,alpha,979.78,0
637.72,5.3,94.308,gamma,1323.7,0
695.33,8.4,3.92,beta,830.71,0
507.86,66.3,87.334,gamma,750.42,1
655.36,11.5,-3.172,beta,1019.65,0
147.74,2.1,35.488,alpha,1025.51,0
672.62,18.4,59.489,beta,1161.89,0
535.42,9.8,30.704,alpha,655.46,0
625.42,8.2,48.807,alpha,362.66,0
576.0,12.1,12.44,gamma,1230.31,0
302.59,1.4,52.594,gamma,729.25,0
6888.94982247823,12.7,4.801,beta,847.5,1
357.59,12.4,77.571,alpha,454.19,0
612.98,43.5,54.217,beta,1255.73,1
638.02,28.7,43.013,alpha,1087.58,0
501.44,52.2,-3.987,beta,1077.55,1
303.78,34.2,44.975,beta,1075.86,0
355.35,1.5,51.993,alpha,484.96,0
428.54,0.8,19.223,beta,753.71,0
227.59,25.1,64.535,beta,887.07,0
215.59,18.3,-1.556,gamma,812.81,1
335.63,1.2,12.956,gamma,932.12,0
517.25,1.7,71.13,gamma,1061.55,0
263.88,15.2,6.194,gamma,1251.61,0
476.84,7.1,17.01,alpha,629.95,0
711.71,16.3,61.594,beta,997.79,0
239.64,5.1,70.173,beta,1177.89,0
492.29,3.5,-4.336,gamma,768.98,0
704.95,39.3,3.925,beta,951.79,1
416.35,4.8,39.073,gamma,1116.64,0
385.27,28.8,55.207,beta,1002.8,0
732.7,4.6,39.916,alpha,1168.55,0
438.76,0.0,61.178,gamma,1023.67,0
720.9,0.2,73.159,gamma,922.03,0
585.79,8.5,94.45,alpha,706.82,0
431.43,14.4,50.267,alpha,1061.79,0
595.94,1.3,7.942,gamma,1024.99,0
564.09,5.7,19.049,alpha,751.79,0
704.18,6.7,6.298,alpha,1145.51,0
390.33,6.6,33.367,beta,1316.98,0
508.24,18.8,85.982,alpha,834.98,0
487.7,5.9,28.177,alpha,818.09,0
640.83,10.6,6.37,gamma,808.96,0
294.96,9.7,47.49,alpha,580.33,0
703.4,5.8,99.114,gamma,1501.12,1
593.27,1.6,10.7,beta,887.78,0
236.61,4.2,75.566,alpha,785.39,0
515.645,0.0,80.569,alpha,718.31,0
946.82,7.0,34.147,beta,903.01,0
700.37,13.7,58.151,beta,826.2,0
785.4,11.5,37.561,gamma,1359.52,0
517.07,25.2,50.267,alpha,687.82,0
167.7,9.9,36.873,beta,615.37,0
131.18,3.5,0.482,gamma,1137.95,1
551.02,3.2,67.765,alpha,973.2,0
381.6,15.7,44.434,gamma,944.26,0
317.08,1.4,23.814,gamma,1139.91,0
487.45,1.3,52.312,alpha,1034.18,0
623.12,38.3,15.536,alpha,988.3,1
209.45,8.1,4.021,gamma,648.59,0
410.22,7.6,62.998,gamma,582.98,0
5148.912420545118,12.2,4.752,alpha,824.89,1
284.94,27.9,76.018,gamma,728.91,0
673.95,21.7,19.893,alpha,1067.3,0
403.05,8.0,80.036,alpha,550.32,0
609.16,15.9,30.536,beta,888.21,0
719.47,8.1,30.573,gamma,956.73,0
648.26,27.1,72.563,alpha,990.09,0
681.83,8.4,43.3885,beta,1099.74,0
269.68,11.1,12.108,alpha,918.36,0
722.73,11.6,83.545,alpha,833.13,0
329.46,1.6,44.434,gamma,1311.12,0
551.91,27.9,1.305,beta,919.99,0
551.65,36.4,35.76,gamma,1354.78,1
597.02,2.4,53.136,gamma,918.72,0
567.39,0.6,44.434,gamma,995.93,0
331.24,6.5,81.917,alpha,965.31,0
230.03,5.8,49.555,gamma,1057.8,0
674.47,11.1,14.608,gamma,895.04,0
537.17,2.5,18.783,beta,1024.03,0
729.88,4.8,1.092,alpha,1382.7,0
491.05,8.4,70.952,alpha,1262.21,0
218.97,1.2,1.654,beta,1263.93,0
693.23,2.4,56.639,alpha,664.52,0
425.93,16.8,55.664,alpha,704.97,0
568.4,1.4,76.405,beta,1054.44,0
370.51,8.4,-1.791,beta,1192.68,0
828.86,13.1,12.32,gamma,870.22,0
324.69,23.9,90.052,gamma,825.6,0
432.51,2.3,52.946,alpha,1348.46,0
521.49,4.9,40.346,alpha,1171.47,0
281.56,20.1,72.244,alpha,1264.5,0
566.1,7.2,89.278,alpha,889.64,0
822.38,48.5,18.931,beta,869.99,1
401.91,15.9,89.162,gamma,1237.22,0
579.03,53.8,44.434,gamma,934.32,1
49.89,3.3,97.545,gamma,847.29,1
492.21,32.8,8.134,beta,771.7,0
437.39,1.9,19.286,beta,872.18,0
8452.869833020848,21.5,0.625,gamma,1218.77,1
716.29,10.3,78.404,alpha,622.58,0
434.75,0.3,98.266,beta,1157.26,1
464.5,8.4,22.667,beta,822.95,0
424.56,15.0,43.3885,beta,947.42,0
501.44,2.8,20.688,beta,963.44,0
273.6,2.4,7.031,beta,944.81,0
692.22,34.4,76.619,alpha,928.22,1
78.01,1.8,44.434,gamma,888.91,0
346.74,6.6,96.455,gamma,857.14,0
420.06,4.2,92.005,gamma,1329.94,0
848.72,19.7,3.028,gamma,1006.26,1
653.72,24.7,48.248,beta,968.51,0
388.57,6.9,99.214,alpha,838.84,0
760.9,16.3,83.788,alpha,898.01,0
351.9,2.5,68.665,gamma,839.71,0
701.82,28.6,-7.529,alpha,1191.34,1
228.22,0.6,-2.478,beta,811.6,1
714.65,21.8,77.342,alpha,438.44,0
418.77,8.2,31.409,alpha,1014.58,0
294.3,10.1,63.528,alpha,930.15,0
456.57,19.0,71.31,alpha,853.55,0
555.47,3.4,36.44,alpha,1227.89,0
401.05,12.1,5.772,beta,316.62,0
8299.898250823171,8.8,32.536,gamma,1394.06,1
383.4,11.3,85.815,alpha,1263.67,0
624.07,6.1,26.419,gamma,842.99,0
501.44,1.3,-3.109,beta,887.3,0
487.82,7.7,95.504,gamma,1126.1,0
411.72,8.4,64.874,beta,1132.8,0
530.31,5.5,49.494,gamma,841.53,0
610.05,15.1,81.202,gamma,595.81,0
912.36,2.7,35.228,gamma,1528.42,0
687.88,35.1,43.3885,beta,1239.03,1
695.2,1.3,84.333,gamma,1039.21,0
1117.7,9.9,20.86,gamma,1043.94,1
603.19,36.4,30.815,alpha,1155.33,1
596.93,36.7,20.332,gamma,1185.27,1
640.8,3.5,50.267,alpha,478.41,0
298.21,0.7,60.327,beta,912.28,0
411.22,6.5,47.476,alpha,886.29,0
398.77,2.5,96.242,gamma,959.64,0
629.52,7.3,41.95,gamma,1192.7,0
465.17,2.8,76.209,gamma,552.48,0
527.64,0.4,62.39,alpha,662.71,0
717.49,3.5,47.0,alpha,829.56,0
672.63,38.1,-5.37,beta,1038.59,1
467.66,1.6,62.324,alpha,1208.03,0
366.0,8.4,60.685,beta,1407.83,0
5333.755236726087,6.5,3.736,alpha,928.41,1
654.78,15.5,77.551,beta,1207.62,0
501.44,22.2,41.369,beta,1177.54,0
437.37,10.2,25.656,beta,1135.42,0
533.1,36.1,80.636,gamma,993.93,1
655.77,2.8,27.771,gamma,900.12,0
682.02,24.4,58.404,alpha,733.65,0
556.78,7.4,57.971,beta,717.1,0
617.05,16.1,-4.191,gamma,1086.77,0
512.83,1.5,36.512,gamma,986.39,0
501.44,9.7,14.506,beta,896.12,0
7955.569089739747,12.8,11.953,alpha,1166.2,1
503.8,18.2,62.046,beta,949.88,0
493.06,64.5,-8.745,gamma,771.71,1
122.89,31.8,96.599,alpha,933.38,1
420.5,7.6,33.493,beta,1205.16,0
511.24,4.9,22.868,beta,744.12,0
443.73,5.9,91.197,alpha,1052.32,0
450.64,43.4,43.534,beta,986.14,1
597.6,2.8,57.576,gamma,809.8,0
284.21,49.1,66.544,beta,926.66,1
174.39,16.2,44.434,gamma,607.08,0
430.37,5.4,4.272,beta,1027.41,0
652.82,26.0,-1.018,gamma,658.82,1
837.51,4.6,99.308,beta,1268.11,1
656.43,15.6,-9.023,gamma,977.01,1
206.35,6.8,67.901,alpha,857.05,0
453.53,8.9,57.217,beta,1290.14,0
551.33,8.2,50.781,alpha,742.04,0
515.645,12.8,76.441,alpha,813.08,0
515.645,0.2,99.172,alpha,542.69,1
316.59,8.2,-4.843,alpha,1327.38,0
512.99,8.1,57.598,alpha,1468.22,0
584.06,2.5,68.846,gamma,581.6,0
665.13,12.8,23.653,beta,796.06,0
338.86,6.8,88.215,gamma,1017.45,0
430.97,15.6,40.269,gamma,871.08,0
40.76,0.1,8.093,gamma,992.17,1
375.71,35.2,83.985,beta,970.6,1
395.12,3.8,93.722,gamma,1101.89,0
296.08,6.3,0.947,beta,759.76,0
533.12,6.7,72.685,beta,1048.16,0
492.29,3.7,13.652,gamma,720.97,0
48.16,6.7,-9.261,alpha,897.04,1
543.1,7.2,18.668,alpha,565.81,0
314.34,0.0,84.04,alpha,898.86,0
597.14,5.3,5.53,gamma,856.82,0
501.44,0.5,4.374,beta,1235.89,0
506.0,14.5,71.295,alpha,985.18,0
443.37,12.9,34.7,gamma,1030.63,0
560.62,10.9,6.333,alpha,994.39,0
524.94,8.4,15.3,alpha,467.72,0
448.97,9.5,77.406,beta,500.76,0
192.75,27.1,58.56,gamma,920.33,0
204.56,2.8,73.702,gamma,1069.64,0
383.22,10.6,0.755,gamma,941.28,0
498.34,49.1,40.391,gamma,783.99,1
378.35,7.2,77.682,alpha,939.92,0
625.04,3.0,19.237,beta,918.23,0
444.16,5.3,8.611,gamma,1194.75,0
307.0,6.0,31.996,gamma,1180.75,0
444.38,6.5,26.672,beta,861.65,0
545.17,1.8,10.402,alpha,987.52,0
492.29,8.7,44.434,gamma,1069.05,0
875.68,13.2,43.141,beta,1106.16,0
366.22,1.4,56.888,beta,1413.15,0
492.29,2.4,3.322,gamma,992.96,0
585.22,5.4,57.104,beta,1292.19,0
495.32,12.6,51.085,beta,709.98,0
399.88,2.8,92.512,alpha,840.58,0
190.15,5.3,35.355,alpha,466.04,0
397.83,19.5,43.3885,beta,1037.83,0
285.26,33.4,23.46,gamma,1161.88,1
154.68,4.3,53.683,gamma,361.15,0
340.86,2.7,91.967,beta,1047.07,0
290.58,4.9,58.758,gamma,1151.05,0
616.76,12.3,68.227,alpha,1136.81,0
620.22,1.0,86.358,gamma,701.03,0
319.22,0.4,91.797,beta,1193.28,0
447.95,47.9,12.91,alpha,1002.33,1
128.35,8.2,11.542,alpha,1147.76,0
401.13,11.1,50.552,gamma,968.54,0
579.8,8.4,99.507,beta,1095.26,0
664.99,5.9,43.917,alpha,1277.31,0
7976.416506986274,0.2,26.4,gamma,948.99,1
710.37,13.9,49.099,alpha,1071.03,0
196.86,1.5,-2.916,beta,1312.44,1
250.47,2.0,9.493,gamma,966.69,0
641.93,8.7,6.381,alpha,718.65,0
834.22,8.9,-6.929,gamma,1169.01,1
598.69,37.9,69.443,gamma,1358.72,1
491.93,0.8,25.802,gamma,1322.2,0
60.96,6.1,8.539,gamma,1178.75,1
95.51,7.7,44.434,gamma,413.96,0
525.88,1.3,25.579,alpha,841.04,0
428.39,19.9,33.232,alpha,853.85,0
278.83,1.7,24.708,alpha,1011.22,0
513.11,7.4,-9.562,alpha,1422.07,0
523.03,12.9,65.716,beta,729.86,0
688.88,3.2,2.176,alpha,1560.55,0
527.32,2.8,14.106,beta,904.42,0
745.68,8.8,10.935,beta,808.27,0
501.6,4.1,26.45,beta,1211.3,0
6645.371303642162,20.6,43.3885,beta,1231.08,1
712.86,13.4,28.165,alpha,1162.49,0
304.31,0.2,16.759,alpha,807.64,0
1062.89,3.4,44.434,gamma,1125.51,1
575.05,5.2,85.762,beta,741.61,0
576.17,2.7,23.614,beta,800.69,0
605.02,8.4,0.481,beta,976.28,0
875.43,35.1,47.368,beta,795.01,1
658.5,1.5,3.56,gamma,1263.19,0
178.99,4.8,75.04,beta,855.46,0
780.69,8.4,-3.226,beta,944.89,0
431.82,2.2,44.434,gamma,779.95,0
521.43,24.0,93.821,alpha,1259.4,0
244.15,3.5,7.487,gamma,833.47,0
605.24,13.8,12.151,beta,1285.5,0
369.73,5.8,56.051,alpha,1267.14,0
520.03,7.7,97.784,gamma,888.51,0
443.18,1.5,32.442,gamma,1007.42,0
885.0,4.1,61.351,alpha,881.57,0
896.45,7.6,6.755,gamma,1136.43,0
515.645,4.2,60.554,alpha,951.38,0
512.8,11.5,17.793,alpha,895.63,0
492.29,3.2,57.462,gamma,1011.54,0
721.2,17.3,-0.247,gamma,604.45,0
434.22,3.3,47.747,gamma,981.04,0
415.73,36.9,16.115,beta,1162.4,1
695.72,16.2,64.988,alpha,1034.51,0
501.44,12.8,72.244,beta,1237.91,0
492.45,4.2,83.296,beta,905.68,0
183.74,0.6,99.163,alpha,885.18,1
640.84,6.1,40.529,beta,720.67,0
888.17,3.6,63.765,alpha,898.56,0
644.25,0.4,-7.973,alpha,1491.47,1
792.36,11.7,89.56,alpha,1068.89,0
330.78,19.4,57.732,alpha,853.62,0
547.26,4.7,36.348,alpha,748.46,0
311.37,0.6,44.434,gamma,600.37,0
454.45,0.3,73.38,gamma,792.4,0
654.44,49.3,81.682,beta,1189.8,1
520.36,30.4,78.869,beta,893.24,0
217.47,2.0,46.164,alpha,760.46,0
236.99,14.7,30.826,gamma,787.95,0
223.77,3.6,94.009,gamma,1162.37,0
598.29,0.2,59.762,gamma,979.68,0
8342.109450898959,8.3,49.802,beta,843.2,1
772.49,4.0,55.815,alpha,922.9,0
120.8,2.8,59.285,beta,1551.47,0
784.22,5.2,68.438,beta,1304.91,0
687.28,2.5,50.85,alpha,1367.16,0
190.94,2.6,86.289,alpha,561.97,0
439.36,2.8,84.569,alpha,962.22,0
719.1,1.3,38.648,gamma,838.8,0
610.09,0.4,8.539,alpha,1135.96,0
238.18,6.4,53.432,gamma,1264.95,0
622.15,12.6,58.281,gamma,1081.61,0
72.5,0.3,47.572,alpha,781.88,1
455.44,12.9,87.964,beta,834.75,0
727.59,7.4,0.232,alpha,1155.14,0
503.68,0.0,21.616,gamma,1180.02,0
400.21,1.4,85.237,beta,1035.24,0
677.87,2.0,93.335,alpha,1032.45,0
694.95,2.5,36.852,gamma,1012.53,0
762.01,9.1,11.191,gamma,1067.27,0
674.87,2.4,36.236,gamma,1178.99,0
716.27,5.0,40.178,beta,1157.54,0
646.58,30.7,47.153,gamma,1005.9,0
553.11,53.7,20.179,beta,987.74,1
9014.528637066218,8.7,24.389,beta,978.18,1
452.55,2.7,62.115,beta,804.92,0
257.53,2.9,58.397,alpha,801.74,0
308.94,5.9,62.831,beta,1135.99,0
443.6,5.7,44.434,gamma,821.78,0
548.29,3.2,27.01,alpha,1203.48,0
788.16,26.4,28.669,beta,987.16,1
491.64,7.1,94.629,alpha,1204.9,0
700.7,7.3,33.477,beta,1159.24,0
715.86,45.2,56.675,gamma,1210.73,1
453.71,11.6,47.513,gamma,880.91,0
618.94,21.6,86.384,alpha,1102.22,0
451.29,7.1,30.603,gamma,1184.47,0
764.43,8.2,37.756,alpha,612.17,0
627.17,3.2,82.707,alpha,1425.42,0
261.9,0.1,7.705,gamma,1566.49,0
532.3,20.0,55.372,alpha,1236.82,0
829.62,8.2,33.99,alpha,1201.47,0
463.75,11.0,98.437,alpha,1147.19,0
589.54,8.4,69.352,beta,919.14,0
609.18,1.7,-8.839,beta,972.46,1
292.68,3.2,82.342,gamma,1241.1,0
9080.830837312467,7.7,67.35,gamma,756.7,1
221.23,37.1,51.706,gamma,734.82,1
374.88,8.3,15.974,beta,900.67,0
715.14,4.1,6.425,alpha,1164.06,0
571.35,12.9,59.124,gamma,783.52,0
439.1,22.5,38.393,beta,943.65,0
589.29,35.5,84.778,alpha,973.33,1
487.98,2.9,18.861,beta,747.03,0
502.52,3.4,60.127,beta,390.06,0
631.36,1.0,43.3885,beta,743.37,0
354.53,0.3,59.995,beta,1065.22,0
508.07,4.1,-4.682,gamma,1121.54,0
437.55,1.0,33.088,alpha,1123.59,0
182.88,13.8,8.995,gamma,1152.39,0
315.91,5.1,56.653,alpha,843.4,0
6768.824331125687,2.9,50.267,alpha,789.85,1
576.94,10.2,74.869,gamma,1093.76,0
235.28,10.2,2.605,alpha,947.06,0
191.93,3.7,51.183,gamma,1226.77,0
477.57,12.1,55.305,gamma,1095.34,0
812.24,34.5,-7.569,beta,1320.96,1
462.65,25.6,-6.042,beta,883.62,1
761.4,0.9,23.906,gamma,1266.88,0
570.39,5.4,56.998,gamma,1508.67,0
501.44,16.2,95.889,beta,1013.44,0
232.86,21.9,-0.014,alpha,1124.83,1
687.5,3.6,67.348,beta,767.37,0
433.01,21.0,66.199,alpha,1223.51,0
672.62,9.8,63.642,alpha,1282.26,0
337.17,26.0,46.776,gamma,876.39,0
535.41,10.0,96.351,beta,1146.54,0
570.4,26.5,45.195,gamma,1070.12,0
469.19,2.0,82.213,gamma,1097.7,0
580.91,43.9,18.877,alpha,1203.0,1
446.72,0.8,78.694,gamma,1129.72,0
370.19,18.9,99.62,gamma,965.25,1
821.1,1.3,90.109,alpha,1208.32,0
5225.526144609432,28.7,23.448,beta,1277.96,1
347.83,1.3,83.077,gamma,861.45,0
613.69,11.4,0.478,alpha,999.55,0
515.645,8.1,64.548,alpha,557.83,0
263.06,3.1,27.636,beta,1145.9,0
706.76,25.0,62.454,gamma,1305.78,0
159.18,7.8,35.347,alpha,935.68,0
685.37,11.3,-9.006,gamma,1033.36,0
449.46,4.0,15.44,gamma,944.95,0
457.69,33.4,-5.338,alpha,904.03,1
581.95,8.2,37.0,alpha,1058.04,0
616.24,6.7,82.408,beta,803.94,0
334.73,12.5,71.18,beta,941.18,0
643.55,15.9,76.78,alpha,773.86,0
522.67,2.8,78.792,alpha,1147.27,0
248.79,18.3,30.913,beta,1059.81,0
466.03,2.8,45.663,gamma,892.19,0
776.26,12.4,45.93,beta,1009.27,0
835.32,2.7,2.453,gamma,944.82,0
643.47,2.5,55.796,gamma,1285.97,0
261.93,9.0,69.22,beta,889.75,0
598.12,4.1,57.206,gamma,1158.76,0
670.17,0.3,72.056,beta,823.7,0
492.29,19.6,3.078,gamma,1203.56,0
656.99,56.5,73.755,gamma,1259.33,1
492.29,15.1,12.895,gamma,1271.13,0
485.52,32.5,86.451,alpha,1367.75,1
515.645,16.6,50.267,alpha,1073.11,0
120.41,58.4,44.119,gamma,1309.49,1
567.93,6.9,43.599,gamma,1406.04,0
537.21,9.3,19.574,beta,719.49,0
611.52,5.7,29.788,alpha,849.19,0
232.49,7.7,10.416,gamma,626.07,0
501.44,8.4,52.711,beta,1265.29,0
910.91,27.4,90.433,alpha,622.87,1
515.69,8.4,24.827,beta,555.04,0
487.67,3.8,45.887,alpha,725.65,0
561.8,10.6,84.807,alpha,565.42,0
7989.426509036744,5.3,39.775,alpha,1068.04,1
492.29,3.9,81.439,gamma,728.86,0
540.64,5.9,39.103,alpha,577.43,0
340.07,2.8,38.427,beta,989.53,0
390.6,22.7,7.296,alpha,1004.28,0
490.08,4.5,3.748,beta,532.55,0
769.46,12.3,57.265,gamma,821.57,0
860.2,2.0,81.007,gamma,981.34,0
589.63,21.1,4.895,alpha,910.79,0
424.68,4.0,90.11,beta,917.63,0
998.55,6.0,29.477,alpha,1294.82,0
414.49,21.0,36.778,beta,1536.64,0
385.77,8.2,88.39,alpha,921.68,0
145.01,22.0,88.593,beta,669.53,1
779.22,3.9,43.3885,beta,941.35,0
693.65,5.2,20.444,gamma,1048.57,0
983.56,27.1,8.913,beta,986.68,1
222.1,1.6,19.874,gamma,1152.67,0
791.63,5.6,75.869,alpha,1552.98,0
514.03,5.2,25.705,gamma,571.72,0
661.22,12.4,66.402,gamma,873.23,0
170.44,9.6,11.472,gamma,1385.29,0
793.62,7.7,42.635,gamma,869.49,0
657.3,11.4,28.732,alpha,1197.37,0
492.22,14.5,50.267,alpha,1157.73,0
629.02,42.9,52.694,alpha,1309.22,1
346.9,18.7,99.003,gamma,1478.33,1
384.11,8.4,88.988,beta,1083.27,0
407.31,2.7,66.545,beta,563.54,0
129.45,7.3,6.912,beta,824.9,0
672.35,12.2,91.093,beta,1546.51,0
738.32,8.4,88.184,beta,646.45,0
492.29,8.1,87.537,gamma,1124.2,0
569.64,8.7,42.692,alpha,371.37,0
446.89,6.0,8.778,gamma,662.19,0
501.44,5.4,72.984,beta,1221.73,0
374.48,12.5,32.737,beta,1008.99,0
323.31,6.2,44.434,gamma,905.89,0
710.41,8.5,32.986,beta,796.41,0
487.23,23.6,51.498,alpha,500.86,0
904.42,38.1,26.687,alpha,1173.35,1
509.26,0.2,65.891,gamma,929.21,0
314.78,9.8,61.25,beta,619.53,0
745.39,4.0,45.975,beta,1007.55,0
6821.992108989367,14.1,-4.063,gamma,1145.31,1
515.645,0.8,93.02,alpha,949.83,0
738.12,10.0,35.287,alpha,1029.0,0
369.44,2.5,39.44,beta,1009.53,0
474.55,9.6,44.434,gamma,823.3,0
465.71,0.7,30.153,alpha,1013.56,0
241.85,6.6,64.205,gamma,1183.8,0
447.28,0.6,-8.469,gamma,1258.66,1
767.28,8.0,86.086,alpha,1197.68,0
547.47,29.8,50.267,alpha,831.23,0
230.79,3.0,99.969,gamma,1159.05,1
188.83,3.4,59.089,alpha,1116.37,0
832.96,13.7,-2.713,gamma,822.57,1
481.94,28.2,51.868,gamma,883.92,0
370.52,8.2,26.444,alpha,1169.92,0
445.2,18.2,94.835,alpha,1344.23,0
204.54,0.7,73.102,beta,547.08,0
784.62,5.6,45.772,beta,1410.02,0
6650.763738308727,3.8,37.276,gamma,1291.04,1
773.48,0.4,99.546,beta,1049.78,1
510.33,17.5,63.412,gamma,939.82,0
785.91,8.2,46.532,alpha,1097.61,0
551.34,0.7,33.774,alpha,839.86,0
670.65,32.8,25.704,alpha,955.58,1
643.82,4.3,67.596,beta,631.24,0
624.66,13.5,54.667,alpha,564.62,0
569.59,10.0,83.3,gamma,1583.08,0
453.43,14.5,44.434,gamma,1015.77,0
883.09,1.1,54.056,gamma,1050.92,0
318.61,10.5,42.509,gamma,992.32,0
500.86,4.9,73.888,alpha,793.06,0
502.98,7.7,35.649,gamma,923.23,0
580.49,1.9,83.713,beta,1022.8,0
414.11,8.3,25.975,gamma,950.84,0
562.95,6.8,66.189,gamma,811.95,0
466.23,7.5,88.227,beta,1119.87,0
183.61,4.2,74.598,alpha,1047.09,0
501.91,11.8,27.687,gamma,1098.23,0
279.89,0.9,67.697,beta,1176.26,0
153.12,8.4,12.768,beta,957.37,0
527.37,12.1,-3.602,beta,957.78,0
597.58,32.7,77.052,gamma,1370.61,1
605.34,6.7,78.881,beta,764.0,0
613.43,6.3,-7.478,alpha,531.59,0
113.48,2.4,94.257,gamma,1138.88,1
227.8,21.8,39.049,beta,842.66,0
894.7,7.9,89.58,alpha,730.66,0
290.56,11.5,76.699,beta,1221.31,0
622.17,2.7,89.072,gamma,963.81,0
362.61,7.8,81.671,gamma,684.11,0
515.93,3.5,97.139,alpha,1483.74,0
373.35,8.4,59.201,beta,597.33,0
612.31,6.7,14.998,gamma,978.33,0
527.35,12.4,32.852,beta,527.68,0
410.34,16.0,72.707,beta,1067.66,0
289.97,8.2,50.267,alpha,839.72,0
553.55,5.6,92.283,alpha,1204.82,0
257.46,6.6,12.581,gamma,995.65,0
585.5,12.2,86.357,gamma,1337.65,0
1025.3,8.4,43.21,beta,892.57,0
770.03,5.6,82.468,gamma,598.86,0
643.67,8.4,95.413,gamma,1059.38,0
482.88,10.4,36.436,beta,936.86,0
112.25,25.6,66.626,beta,545.19,1
235.54,6.3,14.939,alpha,736.15,0
756.56,1.5,78.086,alpha,815.72,0
342.05,21.2,80.192,beta,1388.85,0
360.15,3.5,22.477,beta,1176.86,0
466.87,22.8,-7.345,gamma,913.07,1
287.59,3.5,37.433,alpha,1117.72,0
254.65,0.3,8.7,alpha,490.14,0
489.91,8.4,80.041,alpha,858.77,0
321.69,33.6,18.721,gamma,1100.25,1
351.8,6.0,93.806,gamma,1041.34,0
343.76,2.5,96.899,alpha,865.16,0
604.47,2.2,89.972,gamma,990.42,0
453.57,20.9,55.958,gamma,1084.53,0
5318.033780179754,12.6,19.417,beta,997.66,1
619.39,6.5,78.798,beta,1215.25,0
471.59,0.8,67.175,beta,1079.68,0
444.35,10.3,97.489,alpha,1127.81,0
594.09,20.6,50.267,alpha,1428.39,0
633.64,7.7,-3.536,gamma,1206.88,0
470.59,3.7,50.267,alpha,1435.24,0
516.12,10.3,82.209,alpha,832.02,0
343.64,24.3,14.364,gamma,601.9,0
327.86,55.1,69.819,gamma,964.93,1
653.83,22.1,-9.924,gamma,943.6,1
588.99,11.5,51.359,alpha,1364.85,0
591.06,4.7,29.912,gamma,717.49,0
556.17,3.5,31.947,alpha,980.28,0
5346.074697920588,0.0,16.897,alpha,1101.29,1
639.28,6.7,44.434,gamma,1025.03,0
687.02,14.8,40.014,alpha,957.12,0
682.25,6.3,17.296,beta,1089.64,0
479.84,17.8,50.267,alpha,1269.77,0
777.4,29.5,53.508,alpha,1383.94,1
545.69,4.4,68.222,gamma,1008.2,0
626.48,8.6,64.486,beta,796.04,0
556.42,6.4,16.619,gamma,1383.63,0
549.4,4.7,-5.689,alpha,730.59,0
352.85,24.5,81.595,gamma,1447.64,0
640.27,5.8,85.954,gamma,1336.03,0
1069.06,3.9,97.678,gamma,1372.35,1
425.04,40.7,95.568,alpha,1171.35,1
514.2,8.2,59.72,alpha,471.88,0
410.76,0.5,88.37,beta,740.22,0
402.4,2.1,39.281,alpha,1076.72,0
808.89,0.9,76.607,alpha,831.09,0
365.41,0.2,95.087,gamma,921.18,1
405.18,7.7,77.591,gamma,1153.2,0
492.29,18.7,35.734,gamma,957.51,0
348.48,9.7,31.554,gamma,695.24,0
158.32,21.6,22.07,alpha,1221.41,0
626.36,6.4,30.377,gamma,1128.73,0
1059.94,60.9,80.263,alpha,937.75,1
426.66,6.3,67.165,beta,1177.82,0
